id_sala,predio,nome_sala,observacoes
2ed35450-8107-489a-aa75-15fe6443f99c,Salas de aula,Sala de aula 29,"30 cadeiras e mesas,  1 datashow,  lousa"
2f5d996d-84c3-4c1a-be6c-c1a89192cd6e,Salas de aula,Sala de aula 30,"30 cadeiras e mesas,  1 datashow,  lousa"
c9fe5e95-679c-4d07-8606-3adfddc472f6,Salas de aula,Sala de aula 31,"30 cadeiras e mesas,  1 datashow,  lousa"
3010ed07-507c-4447-a97a-039186b4323a,Salas de aula,Sala de aula 32,"30 cadeiras e mesas,  1 datashow,  lousa"
fbe107af-e5e5-409c-899a-76422ac1b2be,Salas de aula,Sala de aula 33,"30 cadeiras e mesas,  1 datashow,  lousa"
7e9b9b35-82bc-4bf3-8c86-322ba770ce3b,Salas de aula,Sala de aula 34,"30 cadeiras e mesas,  1 datashow,  lousa"
a63c405f-a13b-4f8a-8660-349b2c241a0f,Salas de aula,Sala de aula 35,"30 cadeiras e mesas,  1 datashow,  lousa"
0c76322f-0d44-4a71-a5a3-d060a8a87a59,Salas de aula,Sala de aula 36,"30 cadeiras e mesas,  1 datashow,  lousa"
3c706664-66d7-4e76-a24e-55146b845461,Salas de aula,Sala Nova York,"30 cadeiras e mesas,  1 datashow,  lousa"
60e6c3e4-ada5-4bfc-9ff7-3dd7c0d39766,Salas de aula,Sala Washington,"30 cadeiras e mesas,  1 datashow,  lousa"
7cc3d5d0-e2e7-4f21-b18d-d452d3519b31,Salas de aula,Sala Orlando,"30 cadeiras e mesas,  1 datashow,  lousa"
77b4e846-9e7c-4468-9fc9-813eccfd9411,Salas de aula,Sala Irvine,"30 cadeiras e mesas,  1 datashow,  lousa"
06ba5857-6e30-4b12-ab27-3224efa8d3f2,Salas de aula,Sala San Diego,"30 cadeiras e mesas,  1 datashow,  lousa"
fccc3ac7-6cfa-413d-8d2b-47c64a188e1c,Salas de aula,Sala Indianapolis,"30 cadeiras e mesas,  1 datashow,  lousa"
780a7ccf-d0bb-40b1-babc-84a7bdfcec4e,Salas de aula,Auditório,"600 cadeiras,  3 datashows,  3 lousas"
1bfd61ea-92a1-4dea-9abe-096c7dd86f28,Salas de aula,Anfiteatro,"600 cadeiras,  3 datashows,  3 lousas"
78822117-8a85-41b0-a33a-04973dc39be0,Laboratórios,Laboratório de Informática 01,"30 cadeiras e mesas, 30 computadores, 1 datashow,  1 lousa"
c22ecead-9915-43dd-b385-2ef3746645a4,Laboratórios,Laboratório de Informática 02,"30 cadeiras e mesas, 30 computadores, 1 datashow,  1 lousa"
f17150d3-f4f1-49f2-b0c9-f2533d9b6443,Laboratórios,Laboratório de Informática 03,"30 cadeiras e mesas, 30 computadores, 1 datashow,  1 lousa"
9f79b16a-53bd-4302-b8ff-708e408ca9fb,Laboratórios,Laboratório de Informática 04,"30 cadeiras e mesas, 30 computadores, 1 datashow,  1 lousa"
d0f3cd48-303a-4de7-8686-94ae7646edfc,Laboratórios,Laboratório de Informática 05,"30 cadeiras e mesas, 30 computadores, 1 datashow,  1 lousa"
9fbe937e-d39b-48cb-8f8f-8dfda96292b5,Laboratórios,Laboratório Maker ,"30 cadeiras, 4 mesas largas, 1 datashow,  1 lousa"
0d9b4770-2e37-441d-a227-474d290bf616,Laboratórios,Laboratório Multidisciplinar 01 ,"30 cadeiras e mesas, 30 computadores, 1 datashow,  1 lousa"
a75959ce-e0e2-4ea4-8215-38e12513437b,Laboratórios,Laboratório Multidisciplinar 02,"30 cadeiras e mesas, 30 computadores, 1 datashow,  1 lousa"
7bece564-1fe9-495f-b72f-19354fd2992f,Laboratórios,Laboratório Multidisciplinar 03,"30 cadeiras e mesas, 30 computadores, 1 datashow,  1 lousa"
d8757de4-753f-45ba-9a0c-4ee2497387ee,Laboratórios,Laboratório Multidisciplinar 04,"30 cadeiras e mesas, 30 computadores, 1 datashow,  1 lousa"
ed9f68e4-3701-434d-bd9e-a427575eaaf3,Laboratórios,Laboratório de Enfermagem 01            ,"30 cadeiras e mesas, 1 datashow,  1 lousa"
16ed51c3-e5e8-40da-89e1-d580afb6b0b9,Laboratórios,Laboratório de Enfermagem 02,"30 cadeiras e mesas, 1 datashow,  1 lousa"
17116261-c2de-400c-9442-3b1d97286f36,Laboratórios,Laboratório Multidisciplinar Odontologia,"30 cadeiras odontológicas, 30 cadeiras, 30 kits odontológicos, 1 datashow,  1 lousa"
f8db1e5c-f28c-4f5a-8757-91079ce7fcc1,Laboratórios,Laboratório Multidisciplinar Radiologia,"1 radiografo, 1 kit radiografo, 1 datashow,  1 lousa"
40e8f603-611f-4e2f-9e38-91f7fe34dd36,Laboratórios,Laboratório Elétrica,"30 cadeiras, 4 mesas largas, 1 datashow,  1 lousa, 30 kits de eletrica"
b5c47258-13da-4ef4-ae51-574daa9c258a,Laboratórios,Laboratório Fluidos,"30 cadeiras, 4 mesas largas, 1 datashow,  1 lousa, 30 kits de fluidos"
dc9d437b-b6f3-4e45-a5b6-5da2d232babb,Laboratórios,Laboratório de Solos,"30 cadeiras, 4 mesas largas, 1 datashow,  1 lousa, 30 kits de agricultura"
979a1e7a-5091-4782-88d9-cf3e8b3e4422,Laboratórios,Laboratório de Solos,"30 cadeiras, 4 mesas largas, 1 datashow,  1 lousa, 30 kits de agricultura"
c06fd69a-4466-43a7-b116-836e796b22fb,Salas de Metodologia Ativa,Sala Metodologia APG 01,"30 cadeiras, 30 mesas largas, 2 datashow,  2 lousa"
8d3baa2a-9cd1-46e2-9413-b3a88f0ae4d2,Salas de Metodologia Ativa,Sala Metodologia APG 02,"30 cadeiras, 30 mesas largas, 2 datashow,  2 lousa"
111b767b-86f1-4d2a-8b48-ad51bf0be1d1,Salas de Metodologia Ativa,Sala Metodologia APG 02,"30 cadeiras, 30 mesas largas, 2 datashow,  2 lousa"
9f7cca48-cdb3-4ac5-8ec1-f57b89f43b08,Salas de Atividade Física,Quadra,"2 cestas de basquete, 2 travas de futebol, 1 rede de vôlei, 01 bola de futebol,01 bola de basquete e 01 bola de vôlei."
dbd164d5-b252-4ddc-922f-95d4755d0326,Salas de Atividade Física,Piscina,"Piscina com agua, boias, apito"
